route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
11449,18,1,דרך העצמאות/אירית-בנימינה גבעת עדה<->בית ספר כרמים-בנימינה גבעת עדה-10,86001-1-0,3,
11450,18,1,בית ספר כרמים-בנימינה גבעת עדה<->דרך העצמאות/הנדיב-בנימינה גבעת עדה-20,86001-2-0,3,
11453,18,24,ת. מרכזית נתניה/רציפים-נתניה<->ת. מרכזית נתניה/הורדה-נתניה-30,29024-3-0,3,
11454,18,44,מסוף אום אל פחם-אום אל פחם<->קופ''ח כללית-ג'ת-10,24044-1-0,3,
11455,18,44,מסוף ג'ת-ג'ת<->מסוף אום אל פחם-אום אל פחם-20,24044-2-0,3,
11483,18,32,תכלת /אבני חושן-מודיעין מכבים רעות<->יצחק רבין /נחל צלמון-מודיעין מכבים רעות-10,26032-1-0,3,FF9933
11492,15,371,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,13371-1-#,3,
11493,15,371,צומת פלוגות למזרח-קרית גת<->ת.מרכזית באר שבע/הורדה-באר שבע-11,13371-1-1,3,
11494,15,371,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. מרכזית ראשל''צ-ראשון לציון-2#,13371-2-#,3,
11495,16,395,מנזר המלאך גבריאל-מגדל העמק<->בית ספר יגאל אלון/ניצנים-מגדל העמק-12,11395-1-2,3,FF9933
11506,15,345,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->דוד בן גוריון/מבצע יונתן-קרית מלאכי-1#,10345-1-#,3,
11507,15,345,שדרות בן גוריון/יגאל הורביץ-קרית מלאכי<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,10345-2-#,3,
11509,25,319,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,11319-1-#,3,
11510,25,319,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית אשדוד-אשדוד-2#,11319-2-#,3,
11511,18,3,שדרות אביי ורבא /רבי עקיבא-מודיעין עילית<->משך חוכמה ז-מודיעין עילית-10,46003-1-0,3,
11512,18,3,משך חוכמה ב-מודיעין עילית<->שדרות אביי ורבא /יהודה הנשיא-מודיעין עילית-20,46003-2-0,3,
11513,18,5,אבי עזרי/מסוף-מודיעין עילית<->מסילת ישרים/מסוף-מודיעין עילית-10,37005-1-0,3,
11514,18,5,מסילת ישרים/שדרות בית הלל-מודיעין עילית<->אבי עזרי/מסוף-מודיעין עילית-20,37005-2-0,3,
11515,18,10,משך חוכמה ב-מודיעין עילית<->מסוף מודיעין עילית/הורדה-מודיעין עילית-10,30010-1-0,3,
11517,18,20,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->מסוף מודיעין עילית/הורדה-מודיעין עילית-10,26020-1-0,3,
11519,18,30,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->מסוף מודיעין עילית/הורדה-מודיעין עילית-10,25030-1-0,3,
11521,18,40,בית הכנסת קרלין-מודיעין עילית<->מסוף מודיעין עילית/הורדה-מודיעין עילית-10,23040-1-0,3,
11523,18,4,שדרות אביי ורבא /יהודה הנשיא-מודיעין עילית<->מסילת ישרים/מסוף-מודיעין עילית-10,44004-1-0,3,
11524,18,4,מסילת ישרים/שדרות בית הלל-מודיעין עילית<->שדרות אביי ורבא /רבי עקיבא-מודיעין עילית-20,44004-2-0,3,
11525,18,6,אבי עזרי א-מודיעין עילית<->רמב''ן/שדרות בית שמאי-מודיעין עילית-10,32006-1-0,3,
11526,18,6,שדרות בית שמאי/שדרות בית הלל-מודיעין עילית<->אבי עזרי ז-מודיעין עילית-20,32006-2-0,3,
11527,18,11,גן הדסים/שדרות בית הלל-מודיעין עילית<->מוריה/הרמב''ם-מודיעין עילית-10,43011-1-0,3,
11528,18,11,הרמב''ם/התבור-מודיעין עילית<->שדרות בית שמאי/שדרות בית הלל-מודיעין עילית-20,43011-2-0,3,
11529,18,13,ת. רכבת גני אביב-לוד<->אהוד מנור/חיטמן-רמלה-11,37013-1-1,3,
11535,3,94,שדרות הציונות/העצמאות-ראשון לציון<->יהודה הלוי/הגדוד העברי-ראשון לציון-2#,23094-2-#,3,FF9933
11536,18,13,אהוד מנור/עוזי חיטמן-רמלה<->ת. רכבת גני אביב-לוד-21,37013-2-1,3,
11537,3,277,המלך חסן השני/בוסי סנט ג'ורג-קרית עקרון<->מסוף רדינג/הורדה-תל אביב יפו-2#,11277-2-#,3,
11539,15,85,חניון קרית אריה/החרש-פתח תקווה<->שד. עמק איילון/מודיעים-שוהם-14,37085-1-4,3,
11554,3,302,שדרות עמק חפר/שדרות יצחק רבין-אשקלון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,12302-2-#,3,
11557,4,84,דרך הר הבית/האשל-מעלה אדומים<->תלמוד תורה/דרך קדם-מעלה אדומים-2#,38084-2-#,3,FF9933
11558,4,25,דרך הר הבית/האשל-מעלה אדומים<->אלון-מטה בנימין-1#,24025-1-#,3,
11559,4,25,אלון 1-מטה בנימין<->משטרת מעלה אדומים/דרך הר הבית-מעלה אדומים-2#,24025-2-#,3,
11560,4,28,קניון אדומים-מעלה אדומים<->זריחה/סובה-קדר-1#,28028-1-#,3,
11561,4,28,זריחה/סובה-קדר<->קניון אדומים-מעלה אדומים-2#,28028-2-#,3,
11564,4,215,תחנת רכבת קלה גבעת התחמושת-ירושלים<->אלון-מטה בנימין-1#,11215-1-#,3,
11565,4,215,אלון 1-מטה בנימין<->תחנת רכבת קלה גבעת התחמושת-ירושלים-2#,11215-2-#,3,
11566,4,125,האומן/ברעם-ירושלים<->העירית/הכרכום-מעלה אדומים-1#,15125-1-#,3,
11567,4,125,דרך צמח השדה/העירית-מעלה אדומים<->האומן/ברעם-ירושלים-2#,15125-2-#,3,
11568,4,216,תחנת רכבת קלה גבעת התחמושת-ירושלים<->מעלה אריאל/אבני מילואים-מצפה יריחו-1#,11216-1-#,3,
11569,4,216,מעלה אריאל-מצפה יריחו<->תחנת רכבת קלה גבעת התחמושת-ירושלים-2#,11216-2-#,3,
11570,4,178,היכל המשפט/שדרות הנשיא השישי-ירושלים<->עירייה-מעלה אדומים-1#,11178-1-#,3,
11571,4,178,דרך הר הבית/האשל-מעלה אדומים<->שדרות שז''ר/בנייני האומה-ירושלים-2#,11178-2-#,3,
11572,4,127,תחנת רכבת קלה גבעת התחמושת-ירושלים<->מחוז ש''י-מעלה אדומים-1#,14127-1-#,3,
11573,4,127,מחוז ש''י-מעלה אדומים<->קניון אדומים-מעלה אדומים-2#,14127-2-#,3,
11575,4,121,מסוף הר נוף/כנפי נשרים-ירושלים<->העירית/הכרכום-מעלה אדומים-1#,13121-1-#,3,
11576,4,121,דרך צמח השדה/העירית-מעלה אדומים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,13121-2-#,3,
11577,4,126,דרך צמח השדה/העירית-מעלה אדומים<->מרכז מסחרי/פארן-ירושלים-2#,14126-2-#,3,
11592,18,59,תיבות דואר/רבי עקיבא-מודיעין עילית<->ת''ת אבי עזרי-מודיעין עילית-10,17059-1-0,3,FF9933
11593,18,59,ת''ת אבי עזרי-מודיעין עילית<->חפץ חיים/נתיבות המשפט-מודיעין עילית-20,17059-2-0,3,FF9933
11594,18,210,משך חוכמה ב-מודיעין עילית<->אזור התעשייה-בני ברק-10,11210-1-0,3,
11595,18,220,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->אזור התעשייה-בני ברק-10,12220-1-0,3,
11596,18,220,אזור התעשייה-בני ברק<->אור החיים ט-מודיעין עילית-20,12220-2-0,3,
11597,18,230,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->אזור התעשייה-בני ברק-10,12230-1-0,3,
11598,18,230,אזור התעשייה-בני ברק<->שדרות אביי ורבא/רבי טרפון-מודיעין עילית-20,12230-2-0,3,
11599,18,240,שדרות בית שמאי/שדרות בית הלל-מודיעין עילית<->אזור התעשייה-בני ברק-10,11240-1-0,3,
11600,18,240,אזור התעשייה-בני ברק<->רמב''ן/שדרות בית שמאי-מודיעין עילית-20,11240-2-0,3,
11603,18,310,משך חוכמה ב-מודיעין עילית<->בנייני האומה/הנשיא השישי-ירושלים-10,11310-1-0,3,
11604,18,310,תחנה תפעולית/ביטוח לאומי-ירושלים<->משך חוכמה ז-מודיעין עילית-20,11310-2-0,3,
11605,18,320,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->בנייני האומה/הנשיא השישי-ירושלים-10,10320-1-0,3,
11606,18,330,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->בנייני האומה/הנשיא השישי-ירושלים-10,10330-1-0,3,
11607,18,330,תחנה תפעולית/ביטוח לאומי-ירושלים<->שדרות אביי ורבא/רבי טרפון-מודיעין עילית-20,10330-2-0,3,
11608,18,340,שדרות בית שמאי/שדרות בית הלל-מודיעין עילית<->בנייני האומה/הנשיא השישי-ירושלים-10,11340-1-0,3,
11609,18,340,תחנה תפעולית/ביטוח לאומי-ירושלים<->רמב''ן/שדרות בית שמאי-מודיעין עילית-20,11340-2-0,3,
11619,18,54,חפץ חיים/אבני נזר-מודיעין עילית<->משך חוכמה ג-מודיעין עילית-10,20054-1-0,3,FF9933
11620,18,54,משך חוכמה ב-מודיעין עילית<->רבי עקיבא/יהודה הנשיא-מודיעין עילית-20,20054-2-0,3,FF9933
11621,18,55,רשב''י ב-מודיעין עילית<->חפץ חיים ב-מודיעין עילית-10,26055-1-0,3,FF9933
11622,18,55,חפץ חיים ב-מודיעין עילית<->רמב''ן/שדרות בית שמאי-מודיעין עילית-20,26055-2-0,3,FF9933
11623,18,200,גן הדסים/שדרות בית הלל-מודיעין עילית<->אזור התעשייה-בני ברק-10,11200-1-0,3,
11625,18,200,אזור התעשייה-בני ברק<->שדרות בית שמאי/שדרות בית הלל-מודיעין עילית-20,11200-2-0,3,
11627,18,56,מרומי שדה 16-מודיעין עילית<->מסילת יוסף/נתיבות המשפט-מודיעין עילית-10,21056-1-0,3,FF9933
11628,18,56,שערי תשובה/חזון דוד-מודיעין עילית<->מרומי שדה/נתיבות המשפט-מודיעין עילית-20,21056-2-0,3,FF9933
11629,18,57,רשב''י א-מודיעין עילית<->רבי עקיבא/יהודה הנשיא-מודיעין עילית-10,19057-1-0,3,FF9933
11630,18,57,רבי עקיבא/יהודה הנשיא-מודיעין עילית<->שדרות יחזקאל/שדרות בית הלל-מודיעין עילית-20,19057-2-0,3,FF9933
11631,18,58,חפץ חיים/שדי חמד-מודיעין עילית<->נתיבות המשפט/מרומי שדה-מודיעין עילית-10,19058-1-0,3,FF9933
11632,18,58,נתיבות המשפט/מרומי שדה-מודיעין עילית<->מרומי שדה/נתיבות המשפט-מודיעין עילית-20,19058-2-0,3,FF9933
11633,18,53,יהודה הנשיא/יחזקאל-מודיעין עילית<->כיכר נאות הפסגה/הריטב''א-מודיעין עילית-10,21053-1-0,3,FF9933
11634,18,53,בית הכנסת קרלין-מודיעין עילית<->יהודה הנשיא / רשב''י-מודיעין עילית-20,21053-2-0,3,FF9933
11650,3,15,חניון אגד-רחובות<->חניון אגד-רחובות-3#,16015-3-#,3,
11657,3,123,ת. מרכזית חוף הכרמל/רציפים עירוני-חיפה<->יוסף לוי/דנינו מגדל אור-חיפה-1ד,10123-1-ד,3,
11658,3,123,דנינו /יוסף לוי מגדל אור-חיפה<->ת. מרכזית חוף הכרמל/הורדה-חיפה-2ד,10123-2-ד,3,
11662,14,797,עירייה/אל-מוטראן חג'אר-שפרעם<->צומת דולפין-חיפה-2#,10797-2-#,3,FF9933
11670,3,24,ת. רכבת רחובות/רציפים עירוני-רחובות<->הרימון/התמר-בית אלעזרי-1#,30024-1-#,3,
11671,3,24,התאנה/הגפן-בית אלעזרי<->ת. רכבת רחובות/הורדה-רחובות-2#,30024-2-#,3,
11679,4,81,חטיבת הביניים דקל וילנאי-מעלה אדומים<->העירית/הכרכום-מעלה אדומים-2#,46081-2-#,3,FF9933
11685,16,1,ת. מרכזית חוף הכרמל/רציפים עירוני-חיפה<->מרכזית הקריות/הורדה מטרונית-קרית מוצקין-10,83001-1-0,3,
11688,16,1,ת. מרכזית חוף הכרמל/רציף לילה ושבת-חיפה<->מרכזית הקריות/הורדה מטרונית-קרית מוצקין-17,83001-1-7,3,
11689,16,1,מרכזית הקריות/איסוף מטרונית-קרית מוצקין<->ת. מרכזית חוף הכרמל/הורדה מטרונית-חיפה-20,83001-2-0,3,
11692,16,1,מרכזית הקריות/איסוף מטרונית-קרית מוצקין<->ת. מרכזית חוף הכרמל/רציף לילה ושבת-חיפה-27,83001-2-7,3,
11693,16,2,ת. רכבת בת גלים-חיפה<->קריית אתא-קרית אתא-10,67002-1-0,3,
11695,16,2,קריית אתא-קרית אתא<->ת. רכבת בת גלים-חיפה-20,67002-2-0,3,
11697,15,588,מכללת ספיר-שער הנגב<->יהודה/תחנה מרכזית-ערד-1#,10588-1-#,3,
11698,15,588,ת. מרכזית ערד/רציפים-ערד<->מכללת ספיר-שער הנגב-2#,10588-2-#,3,
11699,15,25,ת. מרכזית ערד/רציפים-ערד<->כרמל/יציאה-כרמל-1#,25025-1-#,3,
11700,15,25,כרמל/יציאה-כרמל<->יהודה/תחנה מרכזית-ערד-2#,25025-2-#,3,
11706,15,669,מסוף רעננה/היהלום-רעננה<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,11669-1-#,3,
11707,15,669,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->מסוף רעננה/היהלום-רעננה-2#,11669-2-#,3,
11708,15,373,ת. מרכזית רחובות/רציפים-רחובות<->ת. רכבת אופקים/הורדה-אופקים-1#,10373-1-#,3,
11709,15,373,ת. רכבת אופקים רציפים/בינעירוני-אופקים<->ת. מרכזית רחובות/הורדה-רחובות-2#,10373-2-#,3,
11710,15,357,מסוף מודיעין עילית-מודיעין עילית<->יצחק שדה/האצל-דימונה-1#,10357-1-#,3,
11711,15,357,יצחק שדה/האצל-דימונה<->בית הכנסת קרלין-מודיעין עילית-2#,10357-2-#,3,
11712,15,687,שכונה 4-שגב שלום<->מכללת אחוה-באר טוביה-1#,10687-1-#,3,
11717,15,660,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מרכז מסחרי/מצפה רמון-מצפה רמון-1#,10660-1-#,3,
11718,15,660,הספרייה-מצפה רמון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,10660-2-#,3,
11725,15,160,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->מרכז מסחרי/מצפה רמון-מצפה רמון-1#,14160-1-#,3,
11726,15,68,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->כלא נפחא-רמת הנגב-1#,15068-1-#,3,
11727,15,68,כלא נפחא-רמת הנגב<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,15068-2-#,3,
11735,15,160,הספרייה-מצפה רמון<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,14160-2-#,3,
11750,15,60,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->מרכז מסחרי/מצפה רמון-מצפה רמון-1#,23060-1-#,3,
11751,15,60,הספרייה-מצפה רמון<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,23060-2-#,3,
11755,18,26,ת. מרכזית נתניה/רציפים-נתניה<->מעברות-מעברות-10,19026-1-0,3,
11756,18,26,מעברות-מעברות<->ת. מרכזית נתניה/הורדה-נתניה-20,19026-2-0,3,
11757,18,11,ת. רכבת בית יהושע-בית יהושע<->הורדים/הניצן-קדימה צורן-10,33011-1-0,3,33CC33
11759,18,11,הורדים/השקד-קדימה צורן<->ת. רכבת בית יהושע-בית יהושע-20,33011-2-0,3,33CC33
11761,18,29,ת. מרכזית נתניה/רציפים-נתניה<->שלדג/שביל השקיעה-מכמורת-10,17029-1-0,3,
11762,18,29,צרכניה-מכמורת<->ת. מרכזית נתניה/הורדה-נתניה-20,17029-2-0,3,
11763,18,33,ת. מרכזית נתניה/רציפים-נתניה<->איבטן-זמר-10,21033-1-0,3,
11764,18,33,איבטן-זמר<->ת. מרכזית נתניה/הורדה-נתניה-20,21033-2-0,3,
11767,18,40,ת. מרכזית נתניה/רציפים-נתניה<->בת חפר/שדרות עמק חפר-בת חפר-10,19040-1-0,3,
11768,18,40,שד. עמק חפר/שד. השפלה-בת חפר<->ת. מרכזית נתניה/הורדה-נתניה-20,19040-2-0,3,
11769,18,44,ת. מרכזית נתניה/רציפים-נתניה<->מזכירות/עזריאל-עזריאל-10,17044-1-0,3,
11770,18,44,מזכירות/עזריאל-עזריאל<->ת. מרכזית נתניה/הורדה-נתניה-20,17044-2-0,3,
11771,18,45,ת. מרכזית נתניה/רציפים-נתניה<->ההרחבה/הותיקים-גאולים-10,18045-1-0,3,
11772,18,45,הוותיקים/ההרחבה-גאולים<->ת. מרכזית נתניה/הורדה-נתניה-20,18045-2-0,3,
11773,18,47,ת. מרכזית נתניה/רציפים-נתניה<->ההדרים צורן/השיקמה צורן-קדימה צורן-10,18047-1-0,3,
11774,18,47,דרך לב השרון/האילן-קדימה צורן<->ת. מרכזית נתניה/הורדה-נתניה-20,18047-2-0,3,
11775,18,41,ת. מרכזית נתניה/רציפים-נתניה<->בת חפר/שדרות עמק חפר-בת חפר-10,17041-1-0,3,
11776,18,41,שד. עמק חפר/שד. השפלה-בת חפר<->ת. מרכזית נתניה/הורדה-נתניה-20,17041-2-0,3,
11778,18,640,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. מרכזית נתניה-נתניה-10,10640-1-0,3,
11779,18,640,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. מרכזית נתניה-נתניה-11,10640-1-1,3,
11780,18,640,ת. מרכזית נתניה/רציפים-נתניה<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-20,10640-2-0,3,
11781,18,640,ת. מרכזית נתניה/רציפים-נתניה<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-21,10640-2-1,3,
11782,18,641,ת. מרכזית נתניה/רציפים-נתניה<->האופן/החרש-פתח תקווה-10,10641-1-0,3,
11783,18,641,החרש/עמל-פתח תקווה<->ת. מרכזית נתניה/הורדה-נתניה-20,10641-2-0,3,
11785,18,12,ת. רכבת בית יהושע-בית יהושע<->ההדרים צורן/השיקמה צורן-קדימה צורן-10,29012-1-0,3,33CC33
11787,18,12,דרך לב השרון/האילן-קדימה צורן<->ת. רכבת בית יהושע-בית יהושע-20,29012-2-0,3,33CC33
11795,18,625,שדרות יצחק רבין/שושנת העמקים-קדימה צורן<->מסוף רעננה/דרך השרון-רעננה-10,10625-1-0,3,
11796,18,625,מסוף רעננה/רציפים-רעננה<->שדרות יצחק רבין/שושנת העמקים-קדימה צורן-20,10625-2-0,3,
11799,18,35,קיבוץ רגבים-רגבים<->דרך המסילה/ששת הימים-בנימינה גבעת עדה-10,24035-1-0,3,33CC33
11800,18,35,דרך המסילה/ששת הימים-בנימינה גבעת עדה<->קיבוץ רגבים-רגבים-20,24035-2-0,3,33CC33
11801,18,39,ת. מרכזית נתניה/רציפים-נתניה<->חט''ב א/עבד אל חי-טירה-10,22039-1-0,3,
11803,18,39,חט''ב א/עבד אל חי-טירה<->ת. מרכזית נתניה/הורדה-נתניה-20,22039-2-0,3,
11805,18,39,איזור תעשיה-טירה<->ת. מרכזית נתניה/הורדה-נתניה-22,22039-2-2,3,
11808,18,640,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->הגביש/המחקר-נתניה-12,10640-1-2,3,
11809,18,640,מכללת הרמלין/המחקר-נתניה<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-22,10640-2-2,3,
11810,15,11,צים סנטר/התעשייה-ערד<->מלון יפה נוף-ערד-1#,44011-1-#,3,
11811,15,11,מלון יפה נוף-ערד<->צים סנטר/התעשייה-ערד-2#,44011-2-#,3,
11812,15,12,ת. מרכזית ערד/רציפים-ערד<->יהודה/תחנה מרכזית-ערד-3#,43012-3-#,3,
11818,5,119,מסוף אבי האסירים-ראשון לציון<->מסוף כרמלית/הורדה-תל אביב יפו-11,11119-1-1,3,
11823,18,54,חפץ חיים/שדי חמד-מודיעין עילית<->משך חכמה/השלה-מודיעין עילית-13,20054-1-3,3,FF9933
11824,18,58,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->כולל פוניביץ/שדרות רב מפוניביז-מודיעין עילית-12,19058-1-2,3,FF9933
11826,15,144,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->כלא סהרונים-רמת הנגב-1#,12144-1-#,3,
11827,15,144,כלא סהרונים-רמת הנגב<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,12144-2-#,3,
11842,34,186,פארק תעשיות אריאל מערב/ש.ג. כניסה-אריאל<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-12,12186-1-2,3,
11850,15,2,בית עלמין פרדס חיים-כפר סבא<->בית עלמין פרדס חיים-כפר סבא-3#,46002-3-#,3,
11856,18,22,אולם ספורט חדש-אבן יהודה<->הדסים רציפים-אבן יהודה-10,33022-1-0,3,FF9933
11857,18,12א,אולם ספורט חדש-אבן יהודה<->הדסים רציפים-אבן יהודה-10,44012-1-0,3,FF9933
11860,18,23,השומרון/ותיקים-אבן יהודה<->הדסים רציפים-אבן יהודה-11,30023-1-1,3,FF9933
11861,18,16,העצמאות/הפטל-אבן יהודה<->הדסים רציפים-אבן יהודה-10,37016-1-0,3,FF9933
11864,18,8,הדסים רציפים-אבן יהודה<->ההדרים/עפרוני-אבן יהודה-20,42008-2-0,3,FF9933
11865,18,8,הדסים רציפים-אבן יהודה<->אולם ספורט חדש-אבן יהודה-21,42008-2-1,3,FF9933
11867,18,5,הדסים רציפים-אבן יהודה<->אולם ספורט חדש-אבן יהודה-20,63005-2-0,3,FF9933
11868,18,5,הדסים רציפים-אבן יהודה<->אולם ספורט חדש-אבן יהודה-21,63005-2-1,3,FF9933
11869,18,9,הדסים רציפים-אבן יהודה<->תל צור/הדס-אבן יהודה-20,38009-2-0,3,FF9933
11870,18,2,העצמאות/הפטל-אבן יהודה<->בית ספר בכר/השומרון-אבן יהודה-10,69002-1-0,3,FF9933
11871,18,2,בית ספר בכר/השומרון-אבן יהודה<->הדסים רציפים-אבן יהודה-20,69002-2-0,3,FF9933
11872,18,2,בית ספר בכר/השומרון-אבן יהודה<->העצמאות/הפטל-אבן יהודה-21,69002-2-1,3,FF9933
11873,18,2,בית ספר בכר/השומרון-אבן יהודה<->ההדרים/עממי-אבן יהודה-22,69002-2-2,3,FF9933
11874,18,1,הדסים-אבן יהודה<->בית ספר בכר/השומרון-אבן יהודה-10,91001-1-0,3,FF9933
11875,18,1,ביה''ס בית אבי-אבן יהודה<->הנוטר/הניצן-אבן יהודה-20,91001-2-0,3,FF9933
11876,18,1,בית ספר בכר/השומרון-אבן יהודה<->באר גנים/המייסדים-אבן יהודה-21,91001-2-1,3,FF9933
11877,18,1,בית ספר בכר/השומרון-אבן יהודה<->הנוטר/הניצן-אבן יהודה-22,91001-2-2,3,FF9933
11881,18,19,ביה''ס אור תורה-תל מונד<->המייסדים/רמת בן גוריון-אבן יהודה-20,30019-2-0,3,FF9933
11883,18,15,המייסדים/צבר-אבן יהודה<->הדסים רציפים-אבן יהודה-10,53015-1-0,3,FF9933
11888,3,1,הנדיב/המייסדים-זכרון יעקב<->הנדיב/המייסדים-זכרון יעקב-3ח,16001-3-ח,3,
11891,3,392,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. מרכזית אילת/הורדה-אילת-22,10392-2-2,3,
11895,3,560,מקיף א'/מורדי הגטאות-אשדוד<->מלון יפה נוף-ערד-1#,10560-1-#,3,
11897,3,560,מלון יפה נוף-ערד<->שדרות הפלמח/חטיבת כרמלי-אשדוד-2#,10560-2-#,3,
11903,18,10,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית רמלה/הורדה-רמלה-30,28010-3-0,3,
11904,18,10,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית רמלה/הורדה-רמלה-31,28010-3-1,3,
11905,18,11,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית לוד/הורדה-לוד-10,36011-1-0,3,
11906,18,11,ת. מרכזית לוד/רציפים-לוד<->ת. מרכזית רמלה/הורדה-רמלה-20,36011-2-0,3,
11907,18,12,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית רמלה/הורדה-רמלה-30,32012-3-0,3,
11908,18,18,ת. מרכזית רמלה-רמלה<->שדרות החשמונאים/לב העיר-מודיעין מכבים רעות-10,26018-1-0,3,
11909,18,18,ת. מרכזית מודיעין מכבים רעות-מודיעין מכבים רעות<->ת. מרכזית רמלה/הורדה-רמלה-20,26018-2-0,3,
11911,18,32,שד. עמק איילון/כיכר אגמית-שוהם<->בית ספר על''ה/שפירא-לוד-10,21032-1-0,3,FF9933
11912,18,32,בית ספר על''ה/שפירא-לוד<->מסוף שוהם-שוהם-20,21032-2-0,3,FF9933
11915,18,51,יוסף שפרינצק/מוצקין-רמלה<->יהודה שטיין/גיבורי ישראל-רמלה-10,19051-1-0,3,FF9933
11916,18,53,מבצע יהונתן/חבצלת-רמלה<->שדרות הרצל/דני מס-רמלה-10,20053-1-0,3,FF9933
11917,18,55,עוזי חיטמן/דליה רביקוביץ-רמלה<->בורוכוב/אבן גבירול-רמלה-10,25055-1-0,3,FF9933
11918,18,55,יוספטל/צה''ל-רמלה<->שושנה דמארי/אהוד מנור-רמלה-20,25055-2-0,3,FF9933
11919,18,56,אבא אחימאיר/הרב מרדכי שרעבי-רמלה<->יהודה שטיין/קרן היסוד-רמלה-10,19056-1-0,3,FF9933
11920,18,56,א.ס. לוי/ורדים-רמלה<->אחימאיר/שרעבי-רמלה-20,19056-2-0,3,FF9933
11921,18,81,שדרות יחד שבטי ישראל/הרב אלישיב-לוד<->בית ספר לבנות בית רבקה-כפר חב''ד-10,36081-1-0,3,FF9933
11922,18,81,בית ספר לבנות בית רבקה-כפר חב''ד<->שדרות יחד שבטי ישראל/שבט שמעון-לוד-20,36081-2-0,3,FF9933
11924,18,153,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->בית ספר לבנות בית רבקה-כפר חב''ד-10,12153-1-0,3,
11925,18,153,בית ספר לבנות בית רבקה-כפר חב''ד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-20,12153-2-0,3,
11926,18,155,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->מחנה מצל''ח 6820-באר יעקב-10,12155-1-0,3,
11927,18,156,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מחנה מצל''ח 6820-באר יעקב-10,13156-1-0,3,
11928,18,156,קניון אסף/44-ראשון לציון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-20,13156-2-0,3,
11929,18,245,יהודה שטיין/שד. דוד רזיאל-רמלה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,12245-1-0,3,
11930,18,245,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית רמלה/הורדה-רמלה-20,12245-2-0,3,
11931,18,247,ת. מרכזית לוד/רציפים-לוד<->ת. מרכזית ראשל''צ-ראשון לציון-10,13247-1-0,3,
11932,18,247,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. מרכזית לוד/הורדה-לוד-20,13247-2-0,3,
11933,18,451,ת. מרכזית רמלה/רציפים-רמלה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,11451-1-0,3,
11934,18,451,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית רמלה/הורדה-רמלה-20,11451-2-0,3,
